Last,First
Sutton,Dudley
Sutton,Grady
Sutton,John
Suzman,Janet
Svenson,Bo
Swain,Dominique
Swain,Mack
Swenson,Josephine
Swanson,Maureen
Swarthout,Gladys
Sweeney,fn
Wayne,Daphne
Sweet,Dolph
Swenson,Inga
Johnson,Elinore
Swit,Loretta
Switzer,Carl
Swofford,Ken
Nugent,Basil
Sykes,Eric
Sylvester,William
Sylvain,Louise
Syms,Sylvia
Tafler,Sidney
Talbot,Lyle
Talmadge,Constance
Talmadge,Norma
Talman,William
Tamba,Tetsuro
Tamblyn,Russ
Tamiroff,Akim
Tandy,Jessica
Tani,Yoki
Tanner,Tony
Tapley,Colin
Tarantino,Quentin
Tashman,Lilyan
Tassel,Reba
Tate,Reginald
Tate,Sharon
Tati,Jaques
Taube,Sven-Bertil
Tauber,Richard
Tayback,Vic
Taylor,Alma
Taylor,Don
Taylor,Elizabeth
Boylan,Estelle
Weiss,Louis
Cooney,Laurette
Brugh,Spangler Arlington
Taylor,Robert
Taylor,Valerie
Taylor-Young,Leigh
Teal,Ray
Levy,Frederick
Tearle,Sir Godfrey
Teasdale,Verree
Temple,Shirley
Tennant,Victoria
Lewin,Ellen
Taafe,Alice
Locher,Donald
Terry,Ellen
Terry,Philip
Terry-Thomas,gn
Terzieff,Laurent
Tester,Desmond
Tetzel,Joan
Thatcher,Heather
Thatcher,Torin
Thaw,John
Thaxter,Phyllis
Thesiger,Ernest
Thiess,Ursula
Thimig,Helene
Thinnes,Roy
Yakhoob (Jacobs),Muzyad (Amos)
Thomas,Jameson
Thomas,Margaret
Thomas,Richard
Hoar-Stevens,Terry Thomas
Mundanschaffter,Juan Carlos
Thompson,Emma
Fred,Thompsn
Thompson,Eric
Lee Thompson,J.Lee
Payne,John
Thompson,Marshall
Thompson,Sada
Thomson,Fred
Thorndyke,Sybil Dame
Thornton,Frank
Thornton,Sigrid
Thring,Frank
Thulin,Ingrid
Thurman,Uma
Nga,Tiana Thi Thanh
Tibbett,Lawrence
Tiegs,Cheryl
Tierney,Gene
Tierney,Lawrence
Tilbury,Zeffie
Tiller,Nadja
Tilly,Jennifer
Tilly,Meg
Tilton,Martha
Tingwell,Charles
Tobey,Kenneth
Tobias,George
Tobias,Oliver
Tobin,Dan
Tobin,Genevieve
Todd,Ann
Mayfield,Ann Todd
Todd,Richard
Todd,Thelma
Tognazzi,Ugo
Toler,Sidney
Tomei,Marisa
Tombes,Andrew
Tomlin,Lily
Tomlinson,David
Toomey,Regis
Topol,Chaim
Toren,Marta
Torn,Elmore
Torrence,David
Torrence,Ernest
Osterman,Paula Marie
gn,fn
Totter,Audrey
Fn,Gn
Rosenberg,Harry
Tracy,Lee
Tracy,William
Traubel,Helen
Travers,Bill
Heagerty,Travers
Lindon-Tavers,Florence
Travis,Nancy
Justice,William
Travolta,John
Veary,Arthur Treacher
Tree,David
Treen,Mary
Trenker,Luis
Schilsky,A.
Wemlinger,Claire
Triesault,Ivan
Tigger,none
Trinder,Tommy
Trintignant,Jean-Louis
Tripplehorn,Jeanne
Troisi,Massimo
Troughton,Patrick
Trouncer,Cecil
Trowbridge,Charles
Trubshawe,Michael
Truex,Ernest
Truffaut,Francois
Truman,Ralph
Trundy,Natalie
Tryon,Thomas
Tsu,Irene
Tubbs,William
Tucker,Forrest
Abuza,Sophia
Tufts,Bowen Charleston
Tully,Tom
Turkel,Ann
Turner,Guinevere
Turner,Florence
Turner,Janine
Turner,John
Turner,Judy Julia
Turpin,Ben
Tushingham,Rita
Tutin,Dorothy
Tweed,Shannon
Tweed,Tracy
Jurgens,Helen
Hornby,Lesley
Tyler,Beverly
Tyler,Beverly
Tyler,Liv
Tyrrell,Susan
Tyson,Cicely
Tyzack,Margaret
Tzelniker,Meier
Uggams,Leslie
Ullmann,Liv
Ullmann,Tracey
Ulrich,Leonore
Umeki,Miyoshi
Underdown,Edward
Ure,Mary
Urecal,Minerva
Urquhart,Robert
Ustinov,Peter
Vaccaro,Brenda
Valentine,Karen
Valk,Frederick
Vallee,Hubert
Altenburger,Alida Maria
McSweeny,Virginia
Vallone,Raf
Stein,Robert
Barnes,Irene
Vance,Vivian
Van Cleef,Lee
Van Devere,Trish
Olander,Joan Lucille
Van Dyke,Dick
Vanel,Charles
Van Eyck,Peter
Van Eyssen,John
Van Fleet,Jo
Van Pallandt,Nina
Van Patten,Dick
Van Patten,James
Van Patten,Joyce
Van Rooten,Luis
Van Sloan,Edward
Van Zandt,Philip
Varconi,Victor
Varden,Evelyn
Varden,Norma
Varela,Leonor
Varley,Beatrice
Varney,Reg
Varsi,Diane
Abelson,Frank
Ohm,Peter
Vaughn,Robert
Veidt,Conrad
Velez de Villalobos,Guadeloupe
Venable,Evelyn
Veness,Amy
Ventham,Wanda
Borrini,Angelino
Rohe,Vera-Ellen Westmeyr
Verdon,Gwen
Verdugo,Ellen
Vereen,Ben
Klinekerfuss,Ingabor Katrine
Verno,Jerry
Vignaud,Edith
Vernon,John
Vernon,Wally
Dorian,Angela
MacVicar,M.
Victor,Charles
Victor,Henry
Vidal,Henri
Arto,Florence
Vigoda,Abe
Drouineau,Francois
Villechaize,Herve
Villiers,James
Vincent,Jan-Michael
Vincent,June
Rulfs,Helen
Vitale,Milly
Ceciarelli,Monica Luisa
Vogler,Karl
Voight,Jon
Von Seyffertitz,Gustav
Von Sydow,Carl Adolf
von Wangenheim,Gustav
Voskovec,George
Vosper,Frank
Vye,Murvyn
Wadsworth,Henry
Wager,Anthony
Wagner,Lindsay
Wagner,Robert
Wahl,Ken
Wainwright,James
Waite,Ralph
Wakefield,Duggie
Wakefield,Hugh
Walburn,Raymond
Walken,Christopher
Walker,Norman
Walker,Helen
Barto,Ann Swoyer
Walker,Nella
Walker,Robert
Waker,Robert~jr.
Walker,Syd
Walker,Zena
Wall,Max
Wallace Stone,Dee
Wallasek,Jean
Wallach,Eli
Wallis,Shani
Walls,Tom
Walpole,Sir Hugh
Walsh,Dermot
Walsh,J.T
Walsh,Kay
Walston,Ray
Walter,Jessica
Walters,Thorley
Walthall,Henry
Wanamaker,Sam
Wang Yu,Jimmy
Ward,Fannie
Ward,Michael
Poluski,Pyno
Ward,Rachel
Ward,Simon
Warden,Jack
Warhol,Andy
Warner,David
Warner-Lickford,Henry Byron
Warren,C. Denier
Warren,Jennifer
Warren,Lesley Ann
Warrender,Harold
Warrick,Ruth
Beattie,John McIntosh
Bien,Robert Taylor
Washbourne,Mona
Washburn,Bryant
Wasson,Craig
Waterman,Dennis
Waters,Ethel
Waters,Russell
Waterston,Sam
Watkin,Pierre
Watling,Jack
Watson,Bobs
Watson,Emily
Watson,Jack
Watson,Lucile
Watson,Minor
Watson,Robert
Robertson,John Wylie
Wattis,Richard
McMeekan,Wayne
Wayne,Ethan
Morrison,Marion Michael (Duke)
Wayne,Michael
Davies,Naunton
Wayne,Patrick
Weaver,Dennis
Weaver,Winstead Sheffield
Weaver,Fritz
Weaver,Marjorie
Weaver,Sigourney
Webb,Alan
Hollenbeck,Webb Parmelee
Webb,Jack
Webb,Richard
Webber,Robert
Webster,Ben
Wegener,Paul
Weidler,Virginia
Weissmuller,Peter John
Welch,Joseph L.
Welch,fn
Tejada,Raquel
Weld,Susan Ker
Welden,Ben
Brown,Jacqueline
Welles,Orson
Wenngraft,Johann
Schliessmayer,Josef
Wessel,Dick
Wessely,Paula
Wesson,Dick
Anderson,William
West,Mae
West,Timothy
Westbrook,John
Westcott,Gordon
Hickman,Myrthas Helen
Westerfield,James
Conroy,Henrietta
Westman,Nydia
Weston,David
Weston,Jack
Shovlin,Joseph Kenneth
Whalley-Kilmer,Joanne
Whelan,Arleen
Wheatley,Alan
Whiley,Manning
Whipper,Leigh
White,Alice
White,Carol
White,David
Wiedenfeld,Jessie
White,Pearl
White,Ruth
White,Valerie
Whitelaw,Billie
Whiteley,Jon
Whiteman,Paul
Whitfield,Lynn
Whiting,Leonard
Whitman,Ernest
Whitman,Mae
Whitman,Stuart
Whitmore,James
Engle,Peter King
Whitsun-Jones,Paul
Whitty,Dame May
Whorf,Richard
Wickenhauser,Mary
Widmark,Richard
Wieck,Dorothea
Wilcox,Collin
Wilcox,Frank
Wilcoxon,Henry
Wild,Jack
Wilde,Cornel
Silberman,Jerry
Wilding,Michael
Wilke,Robert
Krech,Warren
Williams,Adam
Katt,William
Williams,Billy-Dee
Williams,Bransby
Kamiat,Bernice
Williams,Cindy
Williams,Emlyn
Williams,Esther
Williams,Grant
Williams,Guinn
Williams,Guy
Williams,Harcourt
Williams,Brian
Williams,Jobeth
Williams,John
Williams,Kathlyn
Williams,Kenneth
Williams,Paul
Williams,Rhys
Williams,Robert
Williams,Robin
Williams,Sharon
Williams,Richard
Williams,Vanessa L.
Williams,Vanessa
Williamson,Fred
Williamson,Nicol
Willman,Noel
Willock,Dave
Wills,Beverly
Wills,Brember
Wills,Chill
Wilmer,Douglas
Wilson,Dooley
Wilson,Clerow
Wilson,Lois
White,Katherine Elizabeth
Wilson,Scott
Wilsom,Trey
Winchell,Walter
Windom,William
Decks,Barbara
Cronk,Olga
Bertelson,Emily Marie
Winfield,Paul
Winkler,Henry
Winninger,Karl
Wenzlaff,George
Winter,Vincent
Winters,Jonathan
Winters,Roland
Schrift,Shirley
Goodwin,Estelle
Wisdom,Norman
Wiseman,Joseph
Withers,Georgette
Withers,Grant
Withers,Jane
Witherspoon,Cora
Wixted,Michael James
Wolfe,Ian
Wolfit,Donald
Wolheim,Louis
Wonacott,Edna May
Wong,Liu Tsong
Wontner,Arthur
Wood,Edward D. jr.
Wood,Elijah
Wood,John
Wood,Lana
Gurdin,Natasha
Wood,Peggy
Woodard,Alfre
Woodbridge,George
Woodbury,Joan
Woods,Aubrey
Zink,Ralph L.
Woodward,Edward
Woodward,Joanne
Wooland,Norman
Woolley,Edgar Montillion
Worden,Norton Earl
Worlock,Frederick
Worth,Brian
Worth,Irene
Wray,Fay
Malloy,John
Wright,Robin
Wright,Teresa
Wright,Tony
Wright,Will
Wu,Vivian
Wrixon,Maris
Wyatt,Jane
Wycherly,Margaret
Stapley,Richard
Faulks,Sarah Jane
Wyman,William
Wyman,Stephen
Cheesman,Patrick
Wymore,Patrice
Leopold,Isaiah Edwin
Wynn,Keenan
Hickey,Donna Lee
Wynter,Dagmar
Cox,Dorothy Isobel
Gouille,Jean
York,Dick
York,Jeffrey
York,Michael
York,Susannah
Young,Angus
Young,Arthur
Young,Burt
Young,Carleton
Young,Clara Kimball
Barr,Byron
Young,Gretchen
Young,Otis
Young,Robert
Young,Roland
Young,Sean
Young,Tony
Yulin,Harris
Yung,Victor Sen
Yurka,Blanche
Zadora,Pia
Zentout,Delphine
Zerbe,Anthony
Zetterling,Mai
Ziemann,Sonja
Zimbalist,Efrem Jr.
Hartwig,Eva Brigitta
Zucco,George
